Netflix;;;;
#;Tiempo de respuesta;;;Direccion ip
1;0.407;0.407;0.407;41.76.110.1
2;0.777;0.777;0.777;169.239.216.244
3;0.763;0.763;0.763;196.60.9.105
4;1.819;1.819;1.819;52.93.56.72
5;0.842;0.842;0.842;52.93.56.87
6;*;*;*;*
7;*;*;*;*
8;*;*;*;*
9;*;*;*;*
10;*;*;*;*
11;*;*;*;*
12;*;*;*;*
13;*;*;*;*
14;*;*;*;*
15;*;*;*;*
16;*;*;*;*
17;*;*;*;*
18;*;*;*;*
19;*;*;*;*
20;*;*;*;*
21;*;*;*;*
22;*;*;*;*
23;*;*;*;*
24;*;*;*;*
25;*;*;*;*
26;*;*;*;*
27;*;*;*;*
28;*;*;*;*
29;*;*;*;*
30;*;*;*;*
