Netflix;;;;
#;Tiempo de respuesta;;;Direccion ip
1;0.103;0.103;0.103;41.76.111.1
2;0.537;0.537;0.537;169.239.216.244
3;0.364;0.364;0.364;196.60.9.110
4;1.123;1.123;1.123;52.93.56.106
5;0.652;0.652;0.652;52.93.56.115
6;*;*;*;*
7;*;*;*;*
8;*;*;*;*
9;*;*;*;*
10;*;*;*;*
11;*;*;*;*
12;*;*;*;*
13;*;*;*;*
14;*;*;*;*
15;*;*;*;*
16;*;*;*;*
17;*;*;*;*
18;*;*;*;*
19;*;*;*;*
20;*;*;*;*
21;*;*;*;*
22;*;*;*;*
23;*;*;*;*
24;*;*;*;*
25;*;*;*;*
26;*;*;*;*
27;*;*;*;*
28;*;*;*;*
29;*;*;*;*
30;*;*;*;*
