Whatsapp;;;;
#;Tiempo de respuesta;;;Direccion ip
1;1;1;1;43.249.37.188
2;3;3;3;43.249.36.10
3;2;1;1;64.120.119.232
4;1;1;2;31.31.38.36
5;1;2;2;31.31.34.6
6;2;2;2;36.255.56.95
7;2;2;1;129.134.39.144
8;2;1;1;129.134.62.50
9;5;5;5;129.134.89.16
10;2;1;1;157.240.199.60
11;*;*;*;*
12;*;*;*;*
13;*;*;*;*
14;*;*;*;*
15;*;*;*;*
16;*;*;*;*
17;*;*;*;*
18;*;*;*;*
19;*;*;*;*
20;*;*;*;*
21;*;*;*;*
22;*;*;*;*
23;*;*;*;*
24;*;*;*;*
25;*;*;*;*
26;*;*;*;*
27;*;*;*;*
28;*;*;*;*
29;*;*;*;*
30;*;*;*;*
