Facebook;;;;
#;Tiempo de respuesta;;;Direccion ip
1;2;2;2;185.50.105.194
2;4;4;4;109.200.219.17
3;1;1;1;109.200.219.21
4;1;1;1;64.191.232.13
5;1;1;1;129.134.41.134
6;1;1;1;129.134.59.239
7;1;1;1;129.134.91.86
8;9;9;9;157.240.226.35
9;*;*;*;*
10;*;*;*;*
11;*;*;*;*
12;*;*;*;*
13;*;*;*;*
14;*;*;*;*
15;*;*;*;*
16;*;*;*;*
17;*;*;*;*
18;*;*;*;*
19;*;*;*;*
20;*;*;*;*
21;*;*;*;*
22;*;*;*;*
23;*;*;*;*
24;*;*;*;*
25;*;*;*;*
26;*;*;*;*
27;*;*;*;*
28;*;*;*;*
29;*;*;*;*
30;*;*;*;*
